text,sentence_idx,abstract_idx,label,predicted
the,242,41,O,O
extrins,242,41,O,O
ionic,242,41,O,O
grain,242,41,O,O
boundari,242,41,O,O
function,242,41,O,O
to,242,41,O,O
achiev,242,41,O,O
stabl,242,41,O,O
and,242,41,O,O
effici,242,41,O,O
inorgan,242,41,O,O
cspbi3−xbrx,242,41,B,B
materi,242,41,O,O
and,242,41,O,O
the,242,41,O,O
devic,242,41,O,O
in,243,42,O,O
thi,243,42,O,O
work,243,42,O,O
",",243,42,O,O
we,243,42,O,O
util,243,42,O,O
the,243,42,O,O
electrospray,243,42,O,O
techniqu,243,42,O,O
to,243,42,O,O
deposit,243,42,O,O
the,243,42,O,O
solidifi,243,42,O,O
crystal,243,42,O,O
precursor,243,42,O,O
on,243,42,O,O
the,243,42,O,O
substrat,243,42,O,O
to,243,42,O,O
investig,243,42,O,O
the,243,42,O,O
transit,243,42,O,O
process,243,42,I,I
in,243,42,O,O
form,243,42,O,O
an,243,42,O,O
orthorhomb,243,42,O,O
methylammonium,243,42,O,O
lead,243,42,O,O
iodid,243,42,O,O
film,243,42,O,O
for,243,42,O,O
fabric,243,42,I,I
perovskit,243,42,B,B
planar,243,42,O,O
heterojunct,243,42,O,O
solar,243,42,O,O
cell,243,42,O,O
.,243,42,O,O
the,244,42,O,O
format,244,42,O,O
of,244,42,O,O
solidifi,244,42,O,O
crystal,244,42,O,O
precursor,244,42,O,O
by,244,42,O,O
the,244,42,O,O
electrospray,244,42,O,O
techniqu,244,42,O,O
improv,244,42,I,I
the,244,42,O,O
de-wet,244,42,O,O
of,244,42,O,O
the,244,42,O,O
perovskit,244,42,B,B
film,244,42,O,O
on,244,42,O,O
the,244,42,O,O
substrat,244,42,O,O
.,244,42,O,O
judici,245,42,O,O
select,245,42,O,O
of,245,42,O,O
the,245,42,O,O
appli,245,42,O,O
voltag,245,42,O,O
in,245,42,O,O
the,245,42,O,O
electrospray,245,42,O,O
process,245,42,I,I
gener,245,42,O,O
crystal,245,42,O,O
precursor,245,42,O,O
of,245,42,O,O
the,245,42,O,O
appropri,245,42,O,O
dimens,245,42,O,O
.,245,42,O,O
these,246,42,O,O
as-electrospray,246,42,O,O
crystal,246,42,O,O
are,246,42,O,O
the,246,42,O,O
solid-st,246,42,O,O
reactant,246,42,O,O
for,246,42,O,O
the,246,42,O,O
halogen,246,42,O,O
exchang,246,42,O,O
and,246,42,O,O
they,246,42,O,O
form,246,42,O,O
a,246,42,O,O
uniformli,246,42,O,O
cover,246,42,O,O
film,246,42,O,O
on,246,42,O,O
the,246,42,O,O
substrat,246,42,O,O
under,246,42,O,O
suitabl,246,42,O,O
anneal,246,42,O,O
condit,246,42,O,O
.,246,42,O,O
the,247,42,O,O
hybrid,247,42,O,O
devic,247,42,O,O
prepar,247,42,I,I
by,247,42,O,O
the,247,42,O,O
electrospray,247,42,O,O
techniqu,247,42,O,O
exhibit,247,42,O,O
a,247,42,O,O
power,247,42,O,O
convers,247,42,O,O
effici,247,42,O,O
of,247,42,O,O
9.3,247,42,O,O
%,247,42,O,O
",",247,42,O,O
a,247,42,O,O
short-circuit,247,42,O,O
current,247,42,O,O
of,247,42,O,O
19.71,247,42,O,O
ma,247,42,O,O
cm−2,247,42,O,O
",",247,42,O,O
an,247,42,O,O
open-circuit,247,42,O,O
voltag,247,42,O,O
of,247,42,O,O
0.87,247,42,O,O
v,247,42,O,O
",",247,42,O,O
and,247,42,O,O
a,247,42,O,O
fill,247,42,O,O
factor,247,42,O,O
of,247,42,O,O
0.55,247,42,O,O
.,247,42,O,O
the,248,42,O,O
electrospray,248,42,O,O
techniqu,248,42,O,O
with,248,42,O,O
the,248,42,O,O
solid-st,248,42,O,O
reaction,248,42,O,O
mechan,248,42,O,O
propos,248,42,O,O
in,248,42,O,O
thi,248,42,O,O
paper,248,42,O,O
would,248,42,O,O
be,248,42,O,O
ideal,248,42,O,O
for,248,42,O,O
the,248,42,O,O
large-area,248,42,O,O
coat,248,42,O,O
of,248,42,O,O
a,248,42,O,O
perovskit,248,42,B,B
activ,248,42,O,O
layer,248,42,O,O
",",248,42,O,O
and,248,42,O,O
thu,248,42,O,O
ha,248,42,O,O
potenti,248,42,O,O
for,248,42,O,O
use,248,42,O,O
in,248,42,O,O
real,248,42,O,O
mass,248,42,O,O
product,248,42,O,O
.,248,42,O,O
the,249,43,O,O
biggest,249,43,O,O
challeng,249,43,O,O
for,249,43,O,O
the,249,43,O,O
pursuit,249,43,O,O
of,249,43,O,O
potenti,249,43,O,O
avail,249,43,O,O
perovskit,249,43,B,B
solar,249,43,O,O
cell,249,43,O,O
(,249,43,O,O
psc,249,43,O,O
),249,43,O,O
is,249,43,O,O
to,249,43,O,O
achiev,249,43,O,O
both,249,43,O,O
high,249,43,O,O
power,249,43,O,O
convers,249,43,O,O
effici,249,43,O,O
and,249,43,O,O
good,249,43,O,O
long-term,249,43,O,O
stabil,249,43,O,O
.,249,43,O,O
here,250,43,O,O
we,250,43,O,O
report,250,43,O,O
a,250,43,O,O
facil,250,43,O,O
ch3nh3br,250,43,B,B
(,250,43,O,O
mabr,250,43,O,O
),250,43,O,O
addit,250,43,O,O
rout,250,43,O,O
to,250,43,O,O
achiev,250,43,O,O
the,250,43,O,O
aim,250,43,O,O
.,250,43,O,O
we,251,43,O,O
demonstr,251,43,O,O
that,251,43,O,O
the,251,43,O,O
applic,251,43,O,O
of,251,43,O,O
mabr,251,43,O,O
addit,251,43,O,O
can,251,43,O,O
greatli,251,43,O,O
improv,251,43,I,I
the,251,43,O,O
qualiti,251,43,O,O
of,251,43,O,O
the,251,43,O,O
perovskit,251,43,B,B
film,251,43,O,O
by,251,43,O,O
diminish,251,43,O,O
the,251,43,O,O
number,251,43,O,O
of,251,43,O,O
small,251,43,O,O
crystal,251,43,O,O
grain,251,43,O,O
to,251,43,O,O
form,251,43,O,O
larg,251,43,O,O
one,251,43,O,O
",",251,43,O,O
which,251,43,O,O
can,251,43,O,O
substanti,251,43,O,O
decreas,251,43,O,O
grain,251,43,O,O
boundari,251,43,O,O
and,251,43,O,O
enabl,251,43,O,O
direct,251,43,O,O
connect,251,43,O,O
of,251,43,O,O
electron-,251,43,O,O
and,251,43,O,O
hole-transport,251,43,O,O
layer,251,43,O,O
with,251,43,O,O
one,251,43,O,O
larg,251,43,O,O
crystal,251,43,O,O
grain,251,43,O,O
.,251,43,O,O
these,252,43,O,O
chang,252,43,O,O
lead,252,43,O,O
to,252,43,O,O
enhanc,252,43,O,O
electron,252,43,O,O
transport,252,43,O,O
rate,252,43,O,O
",",252,43,O,O
suppress,252,43,O,O
recombin,252,43,O,O
",",252,43,O,O
improv,252,43,I,I
photovolta,252,43,O,O
perform,252,43,O,O
",",252,43,O,O
and,252,43,O,O
reduc,252,43,O,O
hysteresi,252,43,O,O
of,252,43,O,O
the,252,43,O,O
devic,252,43,O,O
assembl,252,43,O,O
use,252,43,O,O
the,252,43,O,O
perovskit,252,43,B,B
film,252,43,O,O
with,252,43,O,O
mabr,252,43,O,O
addit,252,43,O,O
compar,252,43,O,O
to,252,43,O,O
the,252,43,O,O
devic,252,43,O,O
without,252,43,O,O
the,252,43,O,O
mabr,252,43,O,O
addit,252,43,O,O
.,252,43,O,O
furthermor,253,43,O,O
",",253,43,O,O
the,253,43,O,O
larg,253,43,O,O
crystal,253,43,O,O
grain,253,43,O,O
and,253,43,O,O
their,253,43,O,O
compact,253,43,O,O
stack,253,43,O,O
can,253,43,O,O
effect,253,43,O,O
withstand,253,43,O,O
moistur,253,43,O,O
corros,253,43,O,O
",",253,43,O,O
therebi,253,43,O,O
contribut,253,43,O,O
to,253,43,O,O
significantli,253,43,O,O
enhanc,253,43,O,O
air,253,43,O,O
stabil,253,43,O,O
for,253,43,O,O
the,253,43,O,O
perovskit,253,43,B,B
film,253,43,O,O
with,253,43,O,O
mabr,253,43,O,O
addit,253,43,O,O
and,253,43,O,O
the,253,43,O,O
correspond,253,43,O,O
devic,253,43,O,O
.,253,43,O,O
thi,254,43,O,O
work,254,43,O,O
highlight,254,43,O,O
the,254,43,O,O
valuabl,254,43,O,O
mabr,254,43,O,O
addit,254,43,O,O
rout,254,43,O,O
for,254,43,O,O
develop,254,43,O,O
potenti,254,43,O,O
avail,254,43,O,O
",",254,43,O,O
effici,254,43,O,O
",",254,43,O,O
and,254,43,O,O
stabl,254,43,O,O
psc,254,43,O,O
.,254,43,O,O
solution-process,255,44,O,O
polycrystallin,255,44,O,O
perovskit,255,44,B,B
film,255,44,O,O
contribut,255,44,O,O
critic,255,44,O,O
to,255,44,O,O
the,255,44,O,O
high,255,44,O,O
photovolta,255,44,O,O
perform,255,44,O,O
of,255,44,O,O
perovskite-bas,255,44,B,B
solar,255,44,O,O
cell,255,44,O,O
(,255,44,O,O
psc,255,44,O,O
),255,44,O,O
.,255,44,O,O
the,256,44,O,O
inevit,256,44,O,O
electron,256,44,O,O
trap,256,44,O,O
state,256,44,O,O
at,256,44,O,O
grain,256,44,O,O
boundari,256,44,O,O
and,256,44,O,O
intrins,256,44,O,O
defect,256,44,O,O
such,256,44,O,O
as,256,44,O,O
metal,256,44,O,O
lead,256,44,O,O
(,256,44,O,O
pb0,256,44,O,O
),256,44,O,O
and,256,44,O,O
halid,256,44,O,O
vacanc,256,44,O,O
in,256,44,O,O
perovskit,256,44,B,B
film,256,44,O,O
caus,256,44,O,O
seriou,256,44,O,O
carrier,256,44,O,O
recombin,256,44,O,O
loss,256,44,O,O
.,256,44,O,O
furthermor,257,44,O,O
",",257,44,O,O
the,257,44,O,O
film,257,44,O,O
can,257,44,O,O
easili,257,44,O,O
decompos,257,44,O,O
into,257,44,O,O
pbi2,257,44,O,O
in,257,44,O,O
a,257,44,O,O
moist,257,44,O,O
atmospher,257,44,O,O
.,257,44,O,O
here,258,44,O,O
",",258,44,O,O
we,258,44,O,O
introduc,258,44,O,O
a,258,44,O,O
simpl,258,44,O,O
strategi,258,44,O,O
",",258,44,O,O
through,258,44,O,O
a,258,44,O,O
small,258,44,O,O
increas,258,44,O,O
in,258,44,O,O
methylammonium,258,44,O,O
iodid,258,44,O,O
(,258,44,O,O
ch3nh3i,258,44,B,B
",",258,44,O,O
mai,258,44,O,O
),258,44,O,O
",",258,44,O,O
molar,258,44,O,O
proport,258,44,O,O
(,258,44,O,O
5,258,44,O,O
%,258,44,O,O
),258,44,O,O
",",258,44,O,O
for,258,44,O,O
perovskit,258,44,B,B
fabric,258,44,I,I
in,258,44,O,O
ambient,258,44,O,O
air,258,44,O,O
with,258,44,O,O
∼50,258,44,O,O
%,258,44,O,O
rel,258,44,O,O
humid,258,44,O,O
.,258,44,O,O
analysi,259,44,O,O
of,259,44,O,O
the,259,44,O,O
morpholog,259,44,O,O
and,259,44,O,O
crystallographi,259,44,O,O
demonstr,259,44,O,O
that,259,44,O,O
excess,259,44,O,O
mai,259,44,O,O
significantli,259,44,O,O
promot,259,44,O,O
grain,259,44,O,O
growth,259,44,O,O
without,259,44,O,O
decomposit,259,44,O,O
.,259,44,O,O
x-ray,260,44,O,O
photoemiss,260,44,O,O
spectroscopi,260,44,O,O
show,260,44,O,O
that,260,44,O,O
no,260,44,O,O
metal,260,44,O,O
pb0,260,44,O,O
exist,260,44,O,O
in,260,44,O,O
the,260,44,O,O
perovskit,260,44,B,B
film,260,44,O,O
and,260,44,O,O
the,260,44,O,O
i/pb,260,44,O,O
ratio,260,44,O,O
is,260,44,O,O
improv,260,44,I,I
.,260,44,O,O
a,261,44,O,O
time-resolv,261,44,O,O
photoluminesc,261,44,O,O
measur,261,44,O,O
indic,261,44,O,O
effici,261,44,O,O
suppress,261,44,O,O
of,261,44,O,O
non-radi,261,44,O,O
recombin,261,44,O,O
in,261,44,O,O
the,261,44,O,O
perovskit,261,44,B,B
layer,261,44,O,O
.,261,44,O,O
as,262,44,O,O
a,262,44,O,O
result,262,44,O,O
",",262,44,O,O
the,262,44,O,O
devic,262,44,O,O
yield,262,44,O,O
improv,262,44,I,I
power,262,44,O,O
convers,262,44,O,O
effici,262,44,O,O
from,262,44,O,O
14.06,262,44,O,O
%,262,44,O,O
to,262,44,O,O
18.26,262,44,O,O
%,262,44,O,O
with,262,44,O,O
reduc,262,44,O,O
hysteresi,262,44,O,O
and,262,44,O,O
higher,262,44,O,O
stabil,262,44,O,O
under,262,44,O,O
am1.5g,262,44,O,O
illumin,262,44,O,O
(,262,44,O,O
100,262,44,O,O
mw,262,44,O,O
cm−2,262,44,O,O
),262,44,O,O
.,262,44,O,O
thi,263,44,O,O
work,263,44,O,O
strongli,263,44,O,O
provid,263,44,O,O
a,263,44,O,O
feasibl,263,44,O,O
and,263,44,O,O
low-cost,263,44,O,O
way,263,44,O,O
to,263,44,O,O
develop,263,44,O,O
highli,263,44,O,O
effici,263,44,O,O
psc,263,44,O,O
in,263,44,O,O
ambient,263,44,O,O
air,263,44,O,O
.,263,44,O,O
here,264,45,O,O
",",264,45,O,O
we,264,45,O,O
report,264,45,O,O
a,264,45,O,O
rapid,264,45,O,O
and,264,45,O,O
simpl,264,45,O,O
process,264,45,I,I
to,264,45,O,O
prepar,264,45,I,I
perovskit,264,45,B,B
solar,264,45,O,O
cell,264,45,O,O
in,264,45,O,O
ambient,264,45,O,O
air,264,45,O,O
by,264,45,O,O
ad,264,45,I,I
2-pyridylthiourea,264,45,O,O
in,264,45,O,O
the,264,45,O,O
precursor,264,45,O,O
solut,264,45,O,O
.,264,45,O,O
2-pyridylthiourea,265,45,O,O
can,265,45,O,O
not,265,45,O,O
onli,265,45,O,O
promot,265,45,O,O
the,265,45,O,O
convers,265,45,O,O
of,265,45,O,O
2-d,265,45,O,O
pbi2,265,45,O,O
to,265,45,O,O
tetragon,265,45,O,O
ch3nh3pbi3,265,45,B,B
crystal,265,45,O,O
",",265,45,O,O
but,265,45,O,O
also,265,45,O,O
improv,265,45,I,I
the,265,45,O,O
qualiti,265,45,O,O
of,265,45,O,O
the,265,45,O,O
perovskit,265,45,B,B
absorb,265,45,O,O
layer,265,45,O,O
via,265,45,O,O
enhanc,265,45,O,O
the,265,45,O,O
uniform,265,45,O,O
and,265,45,O,O
the,265,45,O,O
size,265,45,O,O
of,265,45,O,O
the,265,45,O,O
crystal,265,45,O,O
grain,265,45,O,O
.,265,45,O,O
the,266,45,O,O
perovskit,266,45,B,B
solar,266,45,O,O
cell,266,45,O,O
with,266,45,O,O
the,266,45,O,O
addit,266,45,O,O
of,266,45,O,O
2-pyridylthiourea,266,45,O,O
at,266,45,O,O
a,266,45,O,O
concentr,266,45,O,O
of,266,45,O,O
0.5,266,45,O,O
mg,266,45,O,O
ml−1,266,45,O,O
exhibit,266,45,O,O
a,266,45,O,O
remark,266,45,O,O
overal,266,45,O,O
power,266,45,O,O
convers,266,45,O,O
effici,266,45,O,O
(,266,45,O,O
pce,266,45,O,O
),266,45,O,O
of,266,45,O,O
18.2,266,45,O,O
%,266,45,O,O
",",266,45,O,O
which,266,45,O,O
is,266,45,O,O
among,266,45,O,O
the,266,45,O,O
highest,266,45,O,O
pce,266,45,O,O
of,266,45,O,O
ch3nh3pbi3-bas,266,45,B,B
devic,266,45,O,O
fabric,266,45,I,I
in,266,45,O,O
ambient,266,45,O,O
air,266,45,O,O
.,266,45,O,O
it,267,45,O,O
also,267,45,O,O
show,267,45,O,O
an,267,45,O,O
18,267,45,O,O
%,267,45,O,O
increas,267,45,O,O
and,267,45,O,O
less,267,45,O,O
hysteresi,267,45,O,O
compar,267,45,O,O
with,267,45,O,O
the,267,45,O,O
cell,267,45,O,O
without,267,45,O,O
addit,267,45,O,O
.,267,45,O,O
importantli,268,45,O,O
",",268,45,O,O
the,268,45,O,O
devic,268,45,O,O
with,268,45,O,O
2-pyridylthiourea,268,45,O,O
show,268,45,O,O
rel,268,45,O,O
better,268,45,O,O
stabil,268,45,O,O
compar,268,45,O,O
to,268,45,O,O
refer,268,45,O,O
devic,268,45,O,O
when,268,45,O,O
age,268,45,O,O
under,268,45,O,O
ambient,268,45,O,O
air,268,45,O,O
of,268,45,O,O
55,268,45,O,O
±,268,45,O,O
5,268,45,O,O
%,268,45,O,O
rel,268,45,O,O
humid,268,45,O,O
in,268,45,O,O
the,268,45,O,O
dark,268,45,O,O
and,268,45,O,O
under,268,45,O,O
65,268,45,O,O
°c,268,45,O,O
after,268,45,O,O
30,268,45,O,O
day,268,45,O,O
.,268,45,O,O
the,269,45,O,O
present,269,45,O,O
result,269,45,O,O
clearli,269,45,O,O
show,269,45,O,O
that,269,45,O,O
2-pyridylthiourea,269,45,O,O
can,269,45,O,O
be,269,45,O,O
an,269,45,O,O
addit,269,45,O,O
candid,269,45,O,O
for,269,45,O,O
tune,269,45,O,O
the,269,45,O,O
morpholog,269,45,O,O
of,269,45,O,O
perovskit,269,45,B,B
thin,269,45,O,O
film,269,45,O,O
",",269,45,O,O
which,269,45,O,O
may,269,45,O,O
be,269,45,O,O
a,269,45,O,O
new,269,45,O,O
direct,269,45,O,O
for,269,45,O,O
large-scal,269,45,O,O
product,269,45,O,O
of,269,45,O,O
psc,269,45,O,O
.,269,45,O,O
the,270,46,O,O
reduc,270,46,O,O
graphen,270,46,O,O
oxid,270,46,O,O
(,270,46,O,O
rgo,270,46,O,O
),270,46,O,O
and,270,46,O,O
rgo-g-poli,270,46,O,O
(,270,46,O,O
3-dodecyl,270,46,B,B
thiophen,270,46,O,O
),270,46,O,O
(,270,46,O,O
pddt,270,46,O,O
),270,46,O,O
precursor,270,46,O,O
were,270,46,O,O
appli,270,46,O,O
in,270,46,O,O
the,270,46,O,O
activ,270,46,O,O
layer,270,46,O,O
of,270,46,O,O
ch3nh3pbi3,270,46,B,B
perovskit,270,46,B,B
solar,270,46,O,O
cell,270,46,O,O
.,270,46,O,O
the,271,46,O,O
rgo-g-pddt,271,46,O,O
modifi,271,46,O,O
perovskit,271,46,B,B
devic,271,46,O,O
repres,271,46,O,O
the,271,46,O,O
lower,271,46,O,O
charge-transf,271,46,O,O
resist,271,46,O,O
(,271,46,O,O
31.8,271,46,B,B
ω,271,46,O,O
cm2,271,46,O,O
),271,46,O,O
",",271,46,O,O
higher,271,46,O,O
short,271,46,O,O
circuit,271,46,O,O
current,271,46,O,O
densiti,271,46,O,O
(,271,46,O,O
20.86,271,46,O,O
ma/cm2,271,46,O,O
),271,46,O,O
and,271,46,O,O
thu,271,46,O,O
the,271,46,O,O
larger,271,46,O,O
perform,271,46,O,O
(,271,46,O,O
14.07,271,46,O,O
%,271,46,O,O
),271,46,O,O
compar,271,46,O,O
with,271,46,O,O
the,271,46,O,O
pristin,271,46,O,O
(,271,46,O,O
74.2,271,46,O,O
ω,271,46,O,O
cm2,271,46,O,O
",",271,46,O,O
17.90,271,46,O,O
ma/cm2,271,46,O,O
",",271,46,O,O
11.10,271,46,O,O
%,271,46,O,O
),271,46,O,O
and,271,46,O,O
rgo-incorpor,271,46,O,O
devic,271,46,O,O
(,271,46,O,O
82.4,271,46,O,O
ω,271,46,O,O
cm2,271,46,O,O
",",271,46,O,O
13.65,271,46,B,B
ma/cm2,271,46,O,O
",",271,46,O,O
8.00,271,46,O,O
%,271,46,O,O
),271,46,O,O
.,271,46,O,O
the,272,46,O,O
grafted-rgo,272,46,O,O
compon,272,46,O,O
improv,272,46,I,I
the,272,46,O,O
cell,272,46,O,O
characterist,272,46,O,O
",",272,46,O,O
wherea,272,46,O,O
the,272,46,O,O
bare,272,46,O,O
rgo,272,46,O,O
nanostructur,272,46,O,O
ruin,272,46,O,O
them,272,46,O,O
.,272,46,O,O
the,273,46,O,O
narrow,273,46,O,O
distribut,273,46,O,O
and,273,46,O,O
therebi,273,46,O,O
the,273,46,O,O
high,273,46,O,O
reproduc,273,46,O,O
and,273,46,O,O
high,273,46,O,O
perform,273,46,O,O
in,273,46,O,O
perovskit,273,46,B,B
+,273,46,O,O
rgo-g-pddt,273,46,O,O
photovolta,273,46,O,O
were,273,46,O,O
attribut,273,46,O,O
to,273,46,O,O
the,273,46,O,O
improv,273,46,I,I
morpholog,273,46,O,O
and,273,46,O,O
enhanc,273,46,O,O
grain,273,46,O,O
size,273,46,O,O
(,273,46,O,O
190,273,46,O,O
nm,273,46,O,O
vs,273,46,O,O
400,273,46,O,O
nm,273,46,O,O
),273,46,O,O
",",273,46,O,O
progress,273,46,O,O
optic,273,46,O,O
absorb,273,46,O,O
",",273,46,O,O
and,273,46,O,O
enhanc,273,46,O,O
crystallin,273,46,O,O
of,273,46,O,O
the,273,46,O,O
ch3nh3pbi3,273,46,B,B
perovskit,273,46,B,B
through,273,46,O,O
the,273,46,O,O
incorpor,273,46,O,O
of,273,46,O,O
rgo-g-pddt,273,46,O,O
modifi,273,46,O,O
.,273,46,O,O
in,274,47,O,O
thi,274,47,O,O
paper,274,47,O,O
",",274,47,O,O
we,274,47,O,O
develop,274,47,O,O
the,274,47,O,O
hybrid,274,47,O,O
perovskite-bas,274,47,B,B
n-i-p,274,47,O,O
solar,274,47,O,O
cell,274,47,O,O
use,274,47,O,O
a,274,47,O,O
simpl,274,47,O,O
",",274,47,O,O
fast,274,47,O,O
and,274,47,O,O
low-cost,274,47,O,O
dip-coat,274,47,O,O
method,274,47,O,O
.,274,47,O,O
hot,275,47,O,O
solut,275,47,O,O
and,275,47,O,O
the,275,47,O,O
pre-ann,275,47,O,O
substrat,275,47,O,O
are,275,47,O,O
use,275,47,O,O
for,275,47,O,O
coat,275,47,O,O
the,275,47,O,O
perovskit,275,47,B,B
thin,275,47,O,O
film,275,47,O,O
by,275,47,O,O
thi,275,47,O,O
method,275,47,O,O
thi,275,47,O,O
is,275,47,O,O
further,275,47,O,O
use,275,47,O,O
for,275,47,O,O
studi,275,47,O,O
it,275,47,O,O
structur,275,47,O,O
and,275,47,O,O
electr,275,47,O,O
properti,275,47,O,O
.,275,47,O,O
uv–vi,276,47,O,O
spectroscopi,276,47,O,O
is,276,47,O,O
carri,276,47,O,O
out,276,47,O,O
for,276,47,O,O
calcul,276,47,O,O
the,276,47,O,O
band,276,47,O,O
gap,276,47,O,O
of,276,47,O,O
the,276,47,O,O
hybrid,276,47,O,O
perovskit,276,47,B,B
layer,276,47,O,O
which,276,47,O,O
is,276,47,O,O
∼1.6,276,47,O,O
ev,276,47,O,O
.,276,47,O,O
x-ray,277,47,O,O
spectroscopi,277,47,O,O
confirm,277,47,O,O
that,277,47,O,O
the,277,47,O,O
format,277,47,O,O
of,277,47,O,O
hybrid,277,47,O,O
perovskit,277,47,B,B
layer,277,47,O,O
.,277,47,O,O
the,278,47,O,O
profilomet,278,47,O,O
is,278,47,O,O
use,278,47,O,O
to,278,47,O,O
studi,278,47,O,O
the,278,47,O,O
surfac,278,47,O,O
rough,278,47,O,O
and,278,47,O,O
also,278,47,O,O
for,278,47,O,O
measur,278,47,O,O
the,278,47,O,O
thick,278,47,O,O
of,278,47,O,O
the,278,47,O,O
perovskit,278,47,B,B
layer,278,47,O,O
with,278,47,O,O
vari,278,47,O,O
substrat,278,47,O,O
temperatur,278,47,O,O
.,278,47,O,O
the,279,47,O,O
optim,279,47,O,O
sampl,279,47,O,O
wa,279,47,O,O
further,279,47,O,O
use,279,47,O,O
for,279,47,O,O
cross-sect,279,47,O,O
sem,279,47,O,O
imag,279,47,O,O
to,279,47,O,O
verifi,279,47,O,O
the,279,47,O,O
thick,279,47,O,O
measur,279,47,O,O
from,279,47,O,O
the,279,47,O,O
profil,279,47,O,O
.,279,47,O,O
the,280,47,O,O
electr,280,47,O,O
paramet,280,47,O,O
of,280,47,O,O
jv,280,47,O,O
characterist,280,47,O,O
with,280,47,O,O
vari,280,47,O,O
temperatur,280,47,O,O
is,280,47,O,O
tabul,280,47,O,O
in,280,47,O,O
the,280,47,O,O
tabl,280,47,O,O
.,280,47,O,O
wherea,281,47,O,O
",",281,47,O,O
the,281,47,O,O
perovskit,281,47,B,B
sensit,281,47,O,O
solar,281,47,O,O
cell,281,47,O,O
exhibit,281,47,O,O
highest,281,47,O,O
short,281,47,O,O
circuit,281,47,O,O
current,281,47,O,O
densiti,281,47,O,O
",",281,47,O,O
jsc,281,47,O,O
of,281,47,O,O
11,281,47,O,O
ma,281,47,O,O
cm−2,281,47,O,O
",",281,47,O,O
open,281,47,O,O
circuit,281,47,O,O
voltag,281,47,O,O
",",281,47,O,O
voc,281,47,O,O
of,281,47,O,O
0.87,281,47,O,O
v,281,47,O,O
",",281,47,O,O
fill,281,47,O,O
factor,281,47,O,O
of,281,47,O,O
0.55,281,47,O,O
and,281,47,O,O
effici,281,47,O,O
",",281,47,O,O
η,281,47,O,O
of,281,47,O,O
>,281,47,O,O
5,281,47,O,O
%,281,47,O,O
.,281,47,O,O
in,282,48,O,O
spite,282,48,O,O
of,282,48,O,O
the,282,48,O,O
power,282,48,O,O
convers,282,48,O,O
effici,282,48,O,O
(,282,48,O,O
pce,282,48,O,O
),282,48,O,O
of,282,48,O,O
the,282,48,O,O
psc,282,48,O,O
ha,282,48,O,O
been,282,48,O,O
rapidli,282,48,O,O
improv,282,48,I,I
",",282,48,O,O
mani,282,48,O,O
chang,282,48,O,O
",",282,48,O,O
such,282,48,O,O
as,282,48,O,O
defect,282,48,O,O
",",282,48,O,O
poor,282,48,O,O
morpholog,282,48,O,O
and,282,48,O,O
expens,282,48,O,O
hole,282,48,O,O
transport,282,48,O,O
materi,282,48,O,O
(,282,48,O,O
htm,282,48,O,O
),282,48,O,O
",",282,48,O,O
are,282,48,O,O
still,282,48,O,O
on,282,48,O,O
the,282,48,O,O
way,282,48,O,O
to,282,48,O,O
commerci,282,48,O,O
applic,282,48,O,O
.,282,48,O,O
in,283,48,O,O
thi,283,48,O,O
paper,283,48,O,O
",",283,48,O,O
cuscn,283,48,O,O
wa,283,48,O,O
use,283,48,O,O
as,283,48,O,O
the,283,48,O,O
htm,283,48,O,O
to,283,48,O,O
substitut,283,48,O,O
the,283,48,O,O
popular,283,48,O,O
spiro-ometad,283,48,O,O
",",283,48,O,O
becaus,283,48,O,O
of,283,48,O,O
it,283,48,O,O
high,283,48,O,O
hole,283,48,O,O
transfer,283,48,O,O
capabl,283,48,O,O
and,283,48,O,O
much,283,48,O,O
lower,283,48,O,O
cost,283,48,O,O
.,283,48,O,O
a,284,48,O,O
simpl,284,48,O,O
",",284,48,O,O
planar,284,48,O,O
construct,284,48,O,O
devic,284,48,O,O
of,284,48,O,O
fto/c-tio2/mapbi3/cuscn/au,284,48,B,B
ha,284,48,O,O
been,284,48,O,O
prepar,284,48,I,I
",",284,48,O,O
yield,284,48,O,O
a,284,48,O,O
best,284,48,O,O
pce,284,48,O,O
of,284,48,O,O
10.41,284,48,O,O
%,284,48,O,O
.,284,48,O,O
to,285,48,O,O
improv,285,48,I,I
the,285,48,O,O
stabil,285,48,O,O
and,285,48,O,O
perform,285,48,O,O
of,285,48,O,O
the,285,48,O,O
devic,285,48,O,O
",",285,48,O,O
1,285,48,O,O
mol,285,48,O,O
%,285,48,O,O
cuscn,285,48,O,O
wa,285,48,O,O
innov,285,48,O,O
introduc,285,48,O,O
into,285,48,O,O
the,285,48,O,O
absorb,285,48,O,O
layer,285,48,O,O
.,285,48,O,O
the,286,48,O,O
grain,286,48,O,O
size,286,48,O,O
of,286,48,O,O
the,286,48,O,O
mapbi3,286,48,B,B
layer,286,48,O,O
ha,286,48,O,O
increas,286,48,O,O
obvious,286,48,O,O
and,286,48,O,O
the,286,48,O,O
defect,286,48,O,O
in,286,48,O,O
the,286,48,O,O
devic,286,48,O,O
were,286,48,O,O
also,286,48,O,O
reduc,286,48,O,O
.,286,48,O,O
the,287,48,O,O
fast,287,48,O,O
charg,287,48,O,O
transport,287,48,O,O
and,287,48,O,O
extract,287,48,O,O
make,287,48,O,O
the,287,48,O,O
short-circuit,287,48,O,O
current,287,48,O,O
