text,sentence_idx,abstract_idx,label
such,380,63,O
physic,380,63,O
world,380,63,O
scenario,380,63,O
",",380,63,O
machin,380,63,O
learn,380,63,O
system,380,63,O
are,380,63,O
vulner,380,63,O
to,380,63,O
adversari,380,63,O
exampl,380,63,O
.,380,63,O
we,381,63,O
demonstr,381,63,O
thi,381,63,O
by,381,63,O
feed,381,63,O
adversari,381,63,O
imag,381,63,O
obtain,381,63,O
from,381,63,O
a,381,63,O
cell-phon,381,63,O
camera,381,63,O
to,381,63,O
an,381,63,O
imagenet,381,63,O
incept,381,63,O
classifi,381,63,O
and,381,63,O
measur,381,63,O
the,381,63,O
classif,381,63,O
accuraci,381,63,O
of,381,63,O
the,381,63,O
system,381,63,O
.,381,63,O
we,382,63,O
find,382,63,O
that,382,63,O
a,382,63,O
larg,382,63,O
fraction,382,63,O
of,382,63,O
adversari,382,63,O
exampl,382,63,O
are,382,63,O
classifi,382,63,O
incorrectli,382,63,O
even,382,63,O
when,382,63,O
perceiv,382,63,O
through,382,63,O
the,382,63,O
camera,382,63,O
.,382,63,O
in,383,64,O
thi,383,64,O
paper,383,64,O
",",383,64,O
we,383,64,O
propos,383,64,O
the,383,64,O
``,383,64,O
adversari,383,64,O
autoencod,383,64,O
'',383,64,O
(,383,64,O
aae,383,64,O
),383,64,O
",",383,64,O
which,383,64,O
is,383,64,O
a,383,64,O
probabilist,383,64,O
autoencod,383,64,O
that,383,64,O
use,383,64,O
the,383,64,O
recent,383,64,O
propos,383,64,O
gener,383,64,O
adversari,383,64,O
network,383,64,O
(,383,64,O
gan,383,64,O
),383,64,O
to,383,64,O
perform,383,64,O
variat,383,64,O
infer,383,64,O
by,383,64,O
match,383,64,O
the,383,64,O
aggreg,383,64,O
posterior,383,64,O
of,383,64,O
the,383,64,O
hidden,383,64,O
code,383,64,O
vector,383,64,O
of,383,64,O
the,383,64,O
autoencod,383,64,O
with,383,64,O
an,383,64,O
arbitrari,383,64,O
prior,383,64,O
distribut,383,64,O
.,383,64,O
match,384,64,O
the,384,64,O
aggreg,384,64,O
posterior,384,64,O
to,384,64,O
the,384,64,O
prior,384,64,O
ensur,384,64,O
that,384,64,O
gener,384,64,O
from,384,64,O
ani,384,64,O
part,384,64,O
of,384,64,O
prior,384,64,O
space,384,64,O
result,384,64,O
in,384,64,O
meaning,384,64,O
sampl,384,64,O
.,384,64,O
as,385,64,O
a,385,64,O
result,385,64,O
",",385,64,O
the,385,64,O
decod,385,64,O
of,385,64,O
the,385,64,O
adversari,385,64,O
autoencod,385,64,O
learn,385,64,O
a,385,64,O
deep,385,64,O
gener,385,64,O
model,385,64,O
that,385,64,O
map,385,64,O
the,385,64,O
impos,385,64,O
prior,385,64,O
to,385,64,O
the,385,64,O
data,385,64,O
distribut,385,64,O
.,385,64,O
we,386,64,O
show,386,64,O
how,386,64,O
the,386,64,O
adversari,386,64,O
autoencod,386,64,O
can,386,64,O
be,386,64,O
use,386,64,O
in,386,64,O
applic,386,64,O
such,386,64,O
as,386,64,O
semi-supervis,386,64,O
classif,386,64,O
",",386,64,O
disentangl,386,64,O
style,386,64,O
and,386,64,O
content,386,64,O
of,386,64,O
imag,386,64,O
",",386,64,O
unsupervis,386,64,O
cluster,386,64,O
",",386,64,O
dimension,386,64,O
reduct,386,64,O
and,386,64,O
data,386,64,O
visual,386,64,O
.,386,64,O
we,387,64,O
perform,387,64,O
experi,387,64,O
on,387,64,O
mnist,387,64,O
",",387,64,O
street,387,64,O
view,387,64,O
hous,387,64,O
number,387,64,O
and,387,64,O
toronto,387,64,O
face,387,64,O
dataset,387,64,O
and,387,64,O
show,387,64,O
that,387,64,O
adversari,387,64,O
autoencod,387,64,O
achiev,387,64,O
competit,387,64,O
result,387,64,O
in,387,64,O
gener,387,64,O
model,387,64,O
and,387,64,O
semi-supervis,387,64,O
classif,387,64,O
task,387,64,O
.,387,64,O
graph,388,65,O
neural,388,65,O
network,388,65,O
(,388,65,O
gnn,388,65,O
),388,65,O
have,388,65,O
been,388,65,O
shown,388,65,O
to,388,65,O
provid,388,65,O
substanti,388,65,O
perform,388,65,O
improv,388,65,I
for,388,65,O
atomist,388,65,O
materi,388,65,O
represent,388,65,O
and,388,65,O
model,388,65,O
compar,388,65,O
with,388,65,O
descriptor-bas,388,65,O
machin,388,65,O
learn,388,65,O
model,388,65,O
.,388,65,O
while,389,65,O
most,389,65,O
exist,389,65,O
gnn,389,65,O
model,389,65,O
for,389,65,O
atomist,389,65,O
predict,389,65,O
are,389,65,O
base,389,65,O
on,389,65,O
atom,389,65,O
distanc,389,65,O
inform,389,65,O
",",389,65,O
they,389,65,O
do,389,65,O
not,389,65,O
explicitli,389,65,O
incorpor,389,65,O
bond,389,65,O
angl,389,65,O
",",389,65,O
which,389,65,O
are,389,65,O
critic,389,65,O
for,389,65,O
distinguish,389,65,O
mani,389,65,O
atom,389,65,O
structur,389,65,O
.,389,65,O
furthermor,390,65,O
",",390,65,O
mani,390,65,O
materi,390,65,O
properti,390,65,O
are,390,65,O
known,390,65,O
to,390,65,O
be,390,65,O
sensit,390,65,O
to,390,65,O
slight,390,65,O
chang,390,65,O
in,390,65,O
bond,390,65,O
angl,390,65,O
.,390,65,O
we,391,65,O
present,391,65,O
an,391,65,O
atomist,391,65,O
line,391,65,O
graph,391,65,O
neural,391,65,O
network,391,65,O
(,391,65,O
alignn,391,65,O
),391,65,O
",",391,65,O
a,391,65,O
gnn,391,65,O
architectur,391,65,O
that,391,65,O
perform,391,65,O
messag,391,65,O
pass,391,65,O
on,391,65,O
both,391,65,O
the,391,65,O
interatom,391,65,O
bond,391,65,O
graph,391,65,O
and,391,65,O
it,391,65,O
line,391,65,O
graph,391,65,O
correspond,391,65,O
to,391,65,O
bond,391,65,O
angl,391,65,O
.,391,65,O
we,392,65,O
demonstr,392,65,O
that,392,65,O
angl,392,65,O
inform,392,65,O
can,392,65,O
be,392,65,O
explicitli,392,65,O
and,392,65,O
effici,392,65,O
includ,392,65,O
",",392,65,O
lead,392,65,O
to,392,65,O
improv,392,65,I
perform,392,65,O
on,392,65,O
multipl,392,65,O
atomist,392,65,O
predict,392,65,O
task,392,65,O
.,392,65,O
we,393,65,O
alignn,393,65,O
model,393,65,O
for,393,65,O
predict,393,65,O
52,393,65,O
solid-st,393,65,O
and,393,65,O
molecular,393,65,O
properti,393,65,O
avail,393,65,O
in,393,65,O
the,393,65,O
jarvis-dft,393,65,O
",",393,65,O
materi,393,65,O
project,393,65,O
",",393,65,O
and,393,65,O
qm9,393,65,O
databas,393,65,O
.,393,65,O
alignn,394,65,O
can,394,65,O
outperform,394,65,O
some,394,65,O
previous,394,65,O
report,394,65,O
gnn,394,65,O
model,394,65,O
on,394,65,O
atomist,394,65,O
predict,394,65,O
task,394,65,O
with,394,65,O
better,394,65,O
or,394,65,O
compar,394,65,O
model,394,65,O
train,394,65,O
speed,394,65,O
.,394,65,O
thi,395,66,O
paper,395,66,O
introduc,395,66,O
a,395,66,O
new,395,66,O
model,395,66,O
to,395,66,O
learn,395,66,O
graph,395,66,O
neural,395,66,O
network,395,66,O
equivari,395,66,O
to,395,66,O
rotat,395,66,O
",",395,66,O
translat,395,66,O
",",395,66,O
reflect,395,66,O
and,395,66,O
permut,395,66,O
call,395,66,O
e,395,66,O
(,395,66,O
n,395,66,O
),395,66,O
-equivari,395,66,O
graph,395,66,O
neural,395,66,O
network,395,66,O
(,395,66,O
egnn,395,66,O
),395,66,O
.,395,66,O
in,396,66,O
contrast,396,66,O
with,396,66,O
exist,396,66,O
method,396,66,O
",",396,66,O
our,396,66,O
work,396,66,O
doe,396,66,O
not,396,66,O
requir,396,66,O
comput,396,66,O
expens,396,66,O
higher-ord,396,66,O
represent,396,66,O
in,396,66,O
intermedi,396,66,O
layer,396,66,O
while,396,66,O
it,396,66,O
still,396,66,O
achiev,396,66,O
competit,396,66,O
or,396,66,O
better,396,66,O
perform,396,66,O
.,396,66,O
in,397,66,O
addit,397,66,O
",",397,66,O
wherea,397,66,O
exist,397,66,O
method,397,66,O
are,397,66,O
limit,397,66,O
to,397,66,O
equivari,397,66,O
on,397,66,O
3,397,66,O
dimension,397,66,O
space,397,66,O
",",397,66,O
our,397,66,O
model,397,66,O
is,397,66,O
easili,397,66,O
scale,397,66,O
to,397,66,O
higher-dimension,397,66,O
space,397,66,O
.,397,66,O
we,398,66,O
demonstr,398,66,O
the,398,66,O
effect,398,66,O
of,398,66,O
our,398,66,O
method,398,66,O
on,398,66,O
dynam,398,66,O
system,398,66,O
model,398,66,O
",",398,66,O
represent,398,66,O
learn,398,66,O
in,398,66,O
graph,398,66,O
autoencod,398,66,O
and,398,66,O
predict,398,66,O
molecular,398,66,O
properti,398,66,O
.,398,66,O
group,399,67,O
equivari,399,67,O
neural,399,67,O
network,399,67,O
have,399,67,O
been,399,67,O
explor,399,67,O
in,399,67,O
the,399,67,O
past,399,67,O
few,399,67,O
year,399,67,O
and,399,67,O
are,399,67,O
interest,399,67,O
from,399,67,O
theoret,399,67,O
and,399,67,O
practic,399,67,O
standpoint,399,67,O
.,399,67,O
they,400,67,O
leverag,400,67,O
concept,400,67,O
from,400,67,O
group,400,67,O
represent,400,67,O
theori,400,67,O
",",400,67,O
non-commut,400,67,O
harmon,400,67,O
analysi,400,67,O
and,400,67,O
differenti,400,67,O
geometri,400,67,O
that,400,67,O
do,400,67,O
not,400,67,O
often,400,67,O
appear,400,67,O
in,400,67,O
machin,400,67,O
learn,400,67,O
.,400,67,O
in,401,67,O
practic,401,67,O
",",401,67,O
they,401,67,O
have,401,67,O
been,401,67,O
shown,401,67,O
to,401,67,O
reduc,401,67,O
sampl,401,67,O
and,401,67,O
model,401,67,O
complex,401,67,O
",",401,67,O
notabl,401,67,O
in,401,67,O
challeng,401,67,O
task,401,67,O
where,401,67,O
input,401,67,O
transform,401,67,O
such,401,67,O
as,401,67,O
arbitrari,401,67,O
rotat,401,67,O
are,401,67,O
present,401,67,O
.,401,67,O
we,402,67,O
begin,402,67,O
thi,402,67,O
work,402,67,O
with,402,67,O
an,402,67,O
exposit,402,67,O
of,402,67,O
group,402,67,O
represent,402,67,O
theori,402,67,O
and,402,67,O
the,402,67,O
machineri,402,67,O
necessari,402,67,O
to,402,67,O
defin,402,67,O
and,402,67,O
evalu,402,67,O
integr,402,67,O
and,402,67,O
convolut,402,67,O
on,402,67,O
group,402,67,O
.,402,67,O
then,403,67,O
",",403,67,O
we,403,67,O
show,403,67,O
applic,403,67,O
to,403,67,O
recent,403,67,O
so,403,67,O
(,403,67,O
3,403,67,O
),403,67,O
and,403,67,O
se,403,67,O
(,403,67,O
3,403,67,O
),403,67,O
equivari,403,67,O
network,403,67,O
",",403,67,O
name,403,67,O
the,403,67,O
spheric,403,67,O
cnn,403,67,O
",",403,67,O
clebsch-gordan,403,67,O
network,403,67,O
",",403,67,O
and,403,67,O
3d,403,67,O
steerabl,403,67,O
cnn,403,67,O
.,403,67,O
we,404,67,O
proceed,404,67,O
to,404,67,O
discuss,404,67,O
two,404,67,O
recent,404,67,O
theoret,404,67,O
result,404,67,O
.,404,67,O
we,405,68,O
survey,405,68,O
the,405,68,O
mathemat,405,68,O
foundat,405,68,O
of,405,68,O
geometr,405,68,O
deep,405,68,O
learn,405,68,O
",",405,68,O
focus,405,68,O
on,405,68,O
group,405,68,O
equivari,405,68,O
and,405,68,O
gaug,405,68,O
equivari,405,68,O
neural,405,68,O
network,405,68,O
.,405,68,O
we,406,68,O
develop,406,68,O
gaug,406,68,O
equivari,406,68,O
convolut,406,68,O
neural,406,68,O
network,406,68,O
on,406,68,O
arbitrari,406,68,O
manifold,406,68,O
m,406,68,O
use,406,68,O
princip,406,68,O
bundl,406,68,O
with,406,68,O
structur,406,68,O
group,406,68,O
k,406,68,O
and,406,68,O
equivari,406,68,O
map,406,68,O
between,406,68,O
section,406,68,O
of,406,68,O
associ,406,68,O
vector,406,68,O
bundl,406,68,O
.,406,68,O
we,407,68,O
also,407,68,O
discuss,407,68,O
group,407,68,O
equivari,407,68,O
neural,407,68,O
network,407,68,O
for,407,68,O
homogen,407,68,O
space,407,68,O
m=g/k,407,68,O
",",407,68,O
which,407,68,O
are,407,68,O
instead,407,68,O
equivari,407,68,O
with,407,68,O
respect,407,68,O
to,407,68,O
the,407,68,O
global,407,68,O
symmetri,407,68,O
g,407,68,O
on,407,68,O
m.,407,68,O
group,407,68,O
equivari,407,68,O
layer,407,68,O
can,407,68,O
be,407,68,O
interpret,407,68,O
as,407,68,O
intertwin,407,68,O
between,407,68,O
induc,407,68,O
represent,407,68,O
of,407,68,O
g,407,68,O
",",407,68,O
and,407,68,O
we,407,68,O
show,407,68,O
their,407,68,O
relat,407,68,O
to,407,68,O
gaug,407,68,O
equivari,407,68,O
convolut,407,68,O
layer,407,68,O
.,407,68,O
we,408,68,O
analyz,408,68,O
sever,408,68,O
applic,408,68,O
of,408,68,O
thi,408,68,O
formal,408,68,O
",",408,68,O
includ,408,68,O
semant,408,68,O
segment,408,68,O
and,408,68,O
object,408,68,O
detect,408,68,O
network,408,68,O
.,408,68,O
we,409,68,O
also,409,68,O
discuss,409,68,O
the,409,68,O
case,409,68,O
of,409,68,O
spheric,409,68,O
network,409,68,O
in,409,68,O
great,409,68,O
detail,409,68,O
",",409,68,O
correspond,409,68,O
to,409,68,O
the,409,68,O
case,409,68,O
m=s2=so,409,68,O
(,409,68,O
3,409,68,O
),409,68,O
/so,409,68,O
(,409,68,O
2,409,68,O
),409,68,O
.,409,68,O
here,410,68,O
we,410,68,O
emphas,410,68,O
the,410,68,O
use,410,68,O
of,410,68,O
fourier,410,68,O
analysi,410,68,O
involv,410,68,O
wigner,410,68,O
matric,410,68,O
",",410,68,O
spheric,410,68,O
harmon,410,68,O
and,410,68,O
clebsch-gordan,410,68,O
coeffici,410,68,O
for,410,68,O
g=so,410,68,O
(,410,68,O
3,410,68,O
),410,68,O
",",410,68,O
illustr,410,68,O
the,410,68,O
power,410,68,O
of,410,68,O
represent,410,68,O
theori,410,68,O
for,410,68,O
deep,410,68,O
learn,410,68,O
.,410,68,O
graph,411,69,O
neural,411,69,O
network,411,69,O
(,411,69,O
gnn,411,69,O
),411,69,O
come,411,69,O
in,411,69,O
mani,411,69,O
flavor,411,69,O
",",411,69,O
but,411,69,O
should,411,69,O
alway,411,69,O
be,411,69,O
either,411,69,O
invari,411,69,O
(,411,69,O
permut,411,69,O
of,411,69,O
the,411,69,O
node,411,69,O
of,411,69,O
the,411,69,O
input,411,69,O
graph,411,69,O
doe,411,69,O
not,411,69,O
affect,411,69,O
the,411,69,O
output,411,69,O
),411,69,O
or,411,69,O
\emph,411,69,O
{,411,69,O
equivari,411,69,O
},411,69,O
(,411,69,O
permut,411,69,O
of,411,69,O
the,411,69,O
input,411,69,O
permut,411,69,O
the,411,69,O
output,411,69,O
),411,69,O
.,411,69,O
in,412,69,O
thi,412,69,O
paper,412,69,O
",",412,69,O
we,412,69,O
consid,412,69,O
a,412,69,O
specif,412,69,O
class,412,69,O
of,412,69,O
invari,412,69,O
and,412,69,O
equivari,412,69,O
network,412,69,O
",",412,69,O
for,412,69,O
which,412,69,O
we,412,69,O
prove,412,69,O
new,412,69,O
univers,412,69,O
theorem,412,69,O
.,412,69,O
more,413,69,O
precis,413,69,O
",",413,69,O
we,413,69,O
consid,413,69,O
network,413,69,O
with,413,69,O
a,413,69,O
singl,413,69,O
hidden,413,69,O
layer,413,69,O
",",413,69,O
obtain,413,69,O
by,413,69,O
sum,413,69,O
channel,413,69,O
form,413,69,O
by,413,69,O
appli,413,69,O
an,413,69,O
equivari,413,69,O
linear,413,69,O
oper,413,69,O
",",413,69,O
a,413,69,O
pointwis,413,69,O
non-linear,413,69,O
",",413,69,O
and,413,69,O
either,413,69,O
an,413,69,O
invari,413,69,O
or,413,69,O
equivari,413,69,O
linear,413,69,O
output,413,69,O
layer,413,69,O
.,413,69,O
recent,414,69,O
",",414,69,O
maron,414,69,O
et,414,69,O
al,414,69,O
.,414,69,O
(,415,69,O
2019,415,69,O
),415,69,O
show,415,69,O
that,415,69,O
by,415,69,O
allow,415,69,O
higher-ord,415,69,O
tensor,415,69,O
insid,415,69,O
the,415,69,O
network,415,69,O
",",415,69,O
univers,415,69,O
invari,415,69,O
gnn,415,69,O
can,415,69,O
be,415,69,O
obtain,415,69,O
.,415,69,O
as,416,69,O
a,416,69,O
first,416,69,O
contribut,416,69,O
",",416,69,O
we,416,69,O
propos,416,69,O
an,416,69,O
altern,416,69,O
proof,416,69,O
of,416,69,O
thi,416,69,O
result,416,69,O
",",416,69,O
which,416,69,O
reli,416,69,O
on,416,69,O
the,416,69,O
stone-weierstrass,416,69,O
theorem,416,69,O
for,416,69,O
algebra,416,69,O
of,416,69,O
real-valu,416,69,O
function,416,69,O
.,416,69,O
our,417,69,O
main,417,69,O
contribut,417,69,O
is,417,69,O
then,417,69,O
an,417,69,O
extens,417,69,O
of,417,69,O
thi,417,69,O
result,417,69,O
to,417,69,O
the,417,69,O
\emph,417,69,O
{,417,69,O
equivari,417,69,O
},417,69,O
case,417,69,O
",",417,69,O
which,417,69,O
appear,417,69,O
in,417,69,O
mani,417,69,O
practic,417,69,O
applic,417,69,O
but,417,69,O
ha,417,69,O
been,417,69,O
less,417,69,O
studi,417,69,O
from,417,69,O
a,417,69,O
theoret,417,69,O
point,417,69,O
of,417,69,O
view,417,69,O
.,417,69,O
the,418,69,O
proof,418,69,O
reli,418,69,O
on,418,69,O
a,418,69,O
new,418,69,O
gener,418,69,O
stone-weierstrass,418,69,O
theorem,418,69,O
for,418,69,O
algebra,418,69,O
of,418,69,O
equivari,418,69,O
function,418,69,O
",",418,69,O
which,418,69,O
is,418,69,O
of,418,69,O
independ,418,69,O
interest,418,69,O
.,418,69,O
addit,419,69,O
",",419,69,O
unlik,419,69,O
mani,419,69,O
previou,419,69,O
work,419,69,O
that,419,69,O
consid,419,69,O
a,419,69,O
fix,419,69,O
number,419,69,O
of,419,69,O
node,419,69,O
",",419,69,O
our,419,69,O
result,419,69,O
show,419,69,O
that,419,69,O
a,419,69,O
gnn,419,69,O
defin,419,69,O
by,419,69,O
a,419,69,O
singl,419,69,O
set,419,69,O
of,419,69,O
paramet,419,69,O
can,419,69,O
approxim,419,69,O
uniformli,419,69,O
well,419,69,O
a,419,69,O
function,419,69,O
defin,419,69,O
on,419,69,O
graph,419,69,O
of,419,69,O
vari,419,69,O
size,419,69,O
.,419,69,O
thi,420,70,O
paper,420,70,O
review,420,70,O
the,420,70,O
state-of-the-art,420,70,O
of,420,70,O
an,420,70,O
import,420,70,O
",",420,70,O
rapidli,420,70,O
emerg,420,70,O
",",420,70,O
manufactur,420,70,I
technolog,420,70,O
that,420,70,O
is,420,70,O
altern,420,70,O
call,420,70,O
addit,420,70,O
manufactur,420,70,I
(,420,70,O
am,420,70,O
),420,70,O
",",420,70,O
direct,420,70,O
digit,420,70,O
manufactur,420,70,I
",",420,70,O
free,420,70,O
form,420,70,O
fabric,420,70,I
",",420,70,O
or,420,70,O
3d,420,70,O
print,420,70,O
",",420,70,O
etc,420,70,O
.,420,70,O
a,421,70,O
broad,421,70,O
contextu,421,70,O
overview,421,70,O
of,421,70,O
metal,421,70,O
am,421,70,O
is,421,70,O
provid,421,70,O
.,421,70,O
am,422,70,O
ha,422,70,O
the,422,70,O
potenti,422,70,O
to,422,70,O
revolution,422,70,O
the,422,70,O
global,422,70,O
part,422,70,O
manufactur,422,70,I
and,422,70,O
logist,422,70,O
landscap,422,70,O
.,422,70,O
it,423,70,O
enabl,423,70,O
distribut,423,70,O
manufactur,423,70,I
and,423,70,O
the,423,70,O
product,423,70,O
of,423,70,O
parts-on-demand,423,70,O
while,423,70,O
offer,423,70,O
the,423,70,O
potenti,423,70,O
to,423,70,O
reduc,423,70,O
cost,423,70,O
",",423,70,O
energi,423,70,O
consumpt,423,70,O
",",423,70,O
and,423,70,O
carbon,423,70,O
footprint,423,70,O
.,423,70,O
thi,424,70,O
paper,424,70,O
explor,424,70,O
the,424,70,O
materi,424,70,O
scienc,424,70,O
",",424,70,O
process,424,70,I
",",424,70,O
and,424,70,O
busi,424,70,O
consider,424,70,O
associ,424,70,O
with,424,70,O
achiev,424,70,O
these,424,70,O
perform,424,70,O
gain,424,70,O
.,424,70,O
it,425,70,O
is,425,70,O
conclud,425,70,O
that,425,70,O
a,425,70,O
paradigm,425,70,O
shift,425,70,O
is,425,70,O
requir,425,70,O
in,425,70,O
order,425,70,O
to,425,70,O
fulli,425,70,O
exploit,425,70,O
am,425,70,O
potenti,425,70,O
.,425,70,O
the,426,71,O
latest,426,71,O
industri,426,71,O
revolut,426,71,O
",",426,71,O
industri,426,71,O
4.0,426,71,O
",",426,71,O
is,426,71,O
encourag,426,71,O
the,426,71,O
integr,426,71,O
of,426,71,O
intellig,426,71,O
product,426,71,O
system,426,71,O
and,426,71,O
advanc,426,71,O
inform,426,71,O
technolog,426,71,O
.,426,71,O
addit,427,71,O
manufactur,427,71,I
(,427,71,O
am,427,71,O
),427,71,O
is,427,71,O
consid,427,71,O
to,427,71,O
be,427,71,O
an,427,71,O
essenti,427,71,O
ingredi,427,71,O
in,427,71,O
thi,427,71,O
new,427,71,O
movement,427,71,O
.,427,71,O
in,428,71,O
thi,428,71,O
paper,428,71,O
",",428,71,O
a,428,71,O
comprehens,428,71,O
review,428,71,O
on,428,71,O
am,428,71,O
technolog,428,71,O
is,428,71,O
present,428,71,O
togeth,428,71,O
with,428,71,O
both,428,71,O
it,428,71,O
contribut,428,71,O
to,428,71,O
industri,428,71,O
4.0,428,71,O
.,428,71,O
the,429,71,O
review,429,71,O
focuss,429,71,O
on,429,71,O
three,429,71,O
import,429,71,O
aspect,429,71,O
of,429,71,O
am,429,71,O
:,429,71,O
recent,429,71,O
advanc,429,71,O
on,429,71,O
materi,429,71,O
scienc,429,71,O
",",429,71,O
process,429,71,I
develop,429,71,O
",",429,71,O
and,429,71,O
enhanc,429,71,O
on,429,71,O
design,429,71,O
consider,429,71,O
.,429,71,O
the,430,71,O
main,430,71,O
object,430,71,O
of,430,71,O
the,430,71,O
paper,430,71,O
is,430,71,O
to,430,71,O
classifi,430,71,O
the,430,71,O
current,430,71,O
knowledg,430,71,O
(,430,71,O
and,430,71,O
technolog,430,71,O
trend,430,71,O
),430,71,O
on,430,71,O
am,430,71,O
and,430,71,O
to,430,71,O
highlight,430,71,O
it,430,71,O
potenti,430,71,O
use,430,71,O
.,430,71,O
stretchabl,431,72,O
electron,431,72,O
are,431,72,O
mechan,431,72,O
compat,431,72,O
with,431,72,O
a,431,72,O
varieti,431,72,O
of,431,72,O
object,431,72,O
",",431,72,O
especi,431,72,O
with,431,72,O
the,431,72,O
soft,431,72,O
curvilinear,431,72,O
contour,431,72,O
of,431,72,O
the,431,72,O
human,431,72,O
bodi,431,72,O
",",431,72,O
enabl,431,72,O
human-friendli,431,72,O
electron,431,72,O
applic,431,72,O
that,431,72,O
could,431,72,O
not,431,72,O
be,431,72,O
achiev,431,72,O
with,431,72,O
convent,431,72,O
rigid,431,72,O
electron,431,72,O
.,431,72,O
therefor,432,72,O
",",432,72,O
extens,432,72,O
research,432,72,O
effort,432,72,O
ha,432,72,O
been,432,72,O
devot,432,72,O
to,432,72,O
the,432,72,O
develop,432,72,O
of,432,72,O
stretchabl,432,72,O
electron,432,72,O
",",432,72,O
from,432,72,O
research,432,72,O
on,432,72,O
materi,432,72,O
and,432,72,O
unit,432,72,O
devic,432,72,O
",",432,72,O
to,432,72,O
fulli,432,72,O
integr,432,72,O
system,432,72,O
.,432,72,O
in,433,72,O
particular,433,72,O
",",433,72,O
material-process,433,72,O
technolog,433,72,O
that,433,72,O
encompass,433,72,O
the,433,72,O
synthesi,433,72,O
",",433,72,O
assembl,433,72,O
",",433,72,O
and,433,72,O
pattern,433,72,O
of,433,72,O
intrins,433,72,O
stretchabl,433,72,O
electron,433,72,O
materi,433,72,O
have,433,72,O
been,433,72,O
activ,433,72,O
investig,433,72,O
and,433,72,O
have,433,72,O
provid,433,72,O
mani,433,72,O
notabl,433,72,O
breakthrough,433,72,O
for,433,72,O
the,433,72,O
advanc,433,72,O
of,433,72,O
stretchabl,433,72,O
electron,433,72,O
.,433,72,O
here,434,72,O
",",434,72,O
the,434,72,O
latest,434,72,O
studi,434,72,O
of,434,72,O
such,434,72,O
material-bas,434,72,O
approach,434,72,O
are,434,72,O
review,434,72,O
",",434,72,O
mainli,434,72,O
focus,434,72,O
on,434,72,O
intrins,434,72,O
stretchabl,434,72,O
electron,434,72,O
nanocomposit,434,72,O
that,434,72,O
gener,434,72,O
consist,434,72,O
of,434,72,O
conducting/semiconduct,434,72,O
filler,434,72,O
materi,434,72,O
insid,434,72,O
or,434,72,O
on,434,72,O
elastom,434,72,O
backbon,434,72,O
matric,434,72,O
.,434,72,O
variou,435,72,O
approach,435,72,O
for,435,72,O
fabric,435,72,I
these,435,72,O
intrins,435,72,O
stretchabl,435,72,O
electron,435,72,O
materi,435,72,O
are,435,72,O
present,435,72,O
",",435,72,O
includ,435,72,O
the,435,72,O
blend,435,72,O
of,435,72,O
electron,435,72,O
filler,435,72,O
into,435,72,O
elastom,435,72,O
matric,435,72,O
",",435,72,O
the,435,72,O
format,435,72,O
of,435,72,O
bi-lay,435,72,O
heterogen,435,72,O
electronic-lay,435,72,O
and,435,72,O
elastom,435,72,O
support-lay,435,72,O
structur,435,72,O
",",435,72,O
and,435,72,O
modif,435,72,O
to,435,72,O
polymer,435,72,O
molecular,435,72,O
structur,435,72,O
in,435,72,O
order,435,72,O
to,435,72,O
impart,435,72,O
stretchabl,435,72,O
.,435,72,O
detail,436,72,O
descript,436,72,O
of,436,72,O
the,436,72,O
variou,436,72,O
conducting/semiconduct,436,72,O
composit,436,72,O
prepar,436,72,I
by,436,72,O
each,436,72,O
method,436,72,O
are,436,72,O
provid,436,72,O
",",436,72,O
along,436,72,O
with,436,72,O
their,436,72,O
electrical/mechan,436,72,O
properti,436,72,O
and,436,72,O
exampl,436,72,O
of,436,72,O
devic,436,72,O
applic,436,72,O
.,436,72,O
to,437,72,O
conclud,437,72,O
",",437,72,O
a,437,72,O
brief,437,72,O
futur,437,72,O
outlook,437,72,O
is,437,72,O
present,437,72,O
.,437,72,O
the,438,73,O
purpos,438,73,O
of,438,73,O
thi,438,73,O
paper,438,73,O
is,438,73,O
to,438,73,O
present,438,73,O
a,438,73,O
mask‐image‐projection‐bas,438,73,O
stereolithographi,438,73,O
(,438,73,O
mip‐sl,438,73,O
),438,73,O
process,438,73,I
that,438,73,O
can,438,73,O
combin,438,73,O
two,438,73,O
base,438,73,O
materi,438,73,O
with,438,73,O
variou,438,73,O
concentr,438,73,O
and,438,73,O
structur,438,73,O
to,438,73,O
produc,438,73,I
a,438,73,O
solid,438,73,O
object,438,73,O
with,438,73,O
desir,438,73,O
materi,438,73,O
characterist,438,73,O
.,438,73,O
stereolithographi,439,73,O
is,439,73,O
an,439,73,O
addit,439,73,O
manufactur,439,73,I
process,439,73,I
in,439,73,O
which,439,73,O
liquid,439,73,O
photopolym,439,73,O
resin,439,73,O
is,439,73,O
cross‐link,439,73,O
and,439,73,O
convert,439,73,O
to,439,73,O
solid,439,73,O
.,439,73,O
the,440,73,O
fabric,440,73,I
of,440,73,O
digit,440,73,O
materi,440,73,O
requir,440,73,O
frequent,440,73,O
resin,440,73,O
chang,440,73,O
dure,440,73,O
the,440,73,O
build,440,73,O
process,440,73,I
.,440,73,O
the,441,73,O
process,441,73,I
present,441,73,O
in,441,73,O
thi,441,73,O
paper,441,73,O
attempt,441,73,O
to,441,73,O
address,441,73,O
the,441,73,O
relat,441,73,O
challeng,441,73,O
in,441,73,O
achiev,441,73,O
such,441,73,O
fabric,441,73,I
